strain	bacteria	date	country	location	host	isolation_source	clade_membership	Bioproject	BioSample	Assembly	AssemblyStatus	coverage	contig_count	latitude	longitude	checkm_completeness	checkm_contamination	data_origin	sample_type	sample_type_intern
Kafkas-60.fna	Bacillus anthracis	2006-XX-XX	Turkey	Arpacay	Ovis sp.		A.Br.094	PRJNA421249	SAMN08366816	GCA_002896695.1	Contig	48	83	40.88741435	43.4066652000644	99.43	0.34	clinical	NCBI	
Kafkas-68.fna	Bacillus anthracis	2007-XX-XX	Turkey	Kars	Bos taurus		A.Br.028	PRJNA421249	SAMN08366817	GCA_002896665.1	Contig	68	104	40.4558435	42.9979531	99.43	0.29	clinical	NCBI	
Kafkas-78.fna	Bacillus anthracis	2008-XX-XX	Turkey	Kars	Bos taurus		A.Br.028	PRJNA421249	SAMN08366818	GCA_002896595.1	Contig	67	34	40.4558435	42.9979531	99.43	0.29	clinical	NCBI	
Kafkas-86.fna	Bacillus anthracis	2006-XX-XX	Turkey	Kars	Bos taurus		A.Br.015	PRJNA421249	SAMN08366819	GCA_002896635.1	Contig	74	39	40.4558435	42.9979531	99.43	0.29	clinical	NCBI	
Kanchipuram.fna	Bacillus anthracis	2019-07-27	India	Kanchipuram	Bos sp.	Blood	B.Br.011_(KrugerB)	PRJNA656087	SAMN15770451	GCA_014249775.1	Chromosome	103	8	12.8185	79.6947	99.43	0.29	clinical	NCBI	
KC2011.fna	Bacillus anthracis	2011-XX-XX	South Africa	Hoedspruit	Acinonyx jubatus		B.Br.001	PRJNA391105	SAMN07257397	GCA_008087155.1	Scaffold	358	45	-24.352964	30.951343	99.43	0.69	clinical	NCBI	
KrugerB.fna	Bacillus anthracis	20XX-XX-XX					A.Br.119	PRJNA324	SAMN02435884	GCA_000167295.1	Scaffold		64			99.24	0.65	unknown	NCBI	
KZ-100.fna	Bacillus anthracis	2008-06-XX	Kazakhstan	West Kazakhstan	Bos taurus	Muscle	A.Br.001	PRJNA639508	SAMN15952994	GCA_014466805.1	Contig	55	42	49.81	50.67	99.43	0.29	clinical	NCBI	
KZ-107.fna	Bacillus anthracis	2010-06-XX	Kazakhstan	West Kazakhstan	Homo sapiens	Carbuncle	A.Br.119	PRJNA639508	SAMN16093281	GCA_014712235.1	Contig	49.5	85	51.14	51.22	99.43	0.29	clinical	NCBI	
KZ-113.fna	Bacillus anthracis	2009-06-XX	Kazakhstan	West Kazakhstan	Bos taurus	Carbuncle	A.Br.001	PRJNA639508	SAMN15952995	GCA_014466795.1	Contig	91	157	49.81	50.67	99.43	1.3	clinical	NCBI	
KZ-114.fna	Bacillus anthracis	2011-06-XX	Kazakhstan	West Kazakhstan		Carcass	A.Br.113	PRJNA639508	SAMN16093282	GCA_014712215.1	Contig	59.9	178	51.14	51.22	99.43	0.29	clinical	NCBI	
LADANYBENE.fna	Bacillus anthracis	2003-XX-XX	Hungary	Ladánybene			A.Br.134	PRJNA1426891	SAMN55897467					47.0339086	19.4553886	99.43	0.29	unknown	this study	hungary
LaLC.fna	Bacillus anthracis	2011-XX-XX					A.Br.105_(Tsiankovskii)	PRJNA514245	SAMD00135675	GCA_029695825.1	Contig	54	44			99.4	0.29	unknown	NCBI	
Larissa.fna	Bacillus anthracis	2012-XX-XX	Greece	Larissa	Ovis sp.	Blood	A.Br.038	PRJNA286154	SAMN03765650	GCA_001277955.1	Chromosome	82	4	38.9953683	21.9877132	99.43	0.29	clinical	NCBI	
LNA_D1.fna	Bacillus anthracis	2016-10-07	Tanzania	Tanzania		Carcass	A.Br.038	PRJNA514245	SAMEA8914714	GCA_029698865.1	Contig	35	71	-6.5247123	35.7878438	99.43	0.29	clinical	NCBI	
LNA_D3.fna	Bacillus anthracis	2016-10-07	Tanzania	Tanzania		Carcass	A.Br.038	PRJNA514245	SAMEA8914715	GCA_029698825.1	Contig	78	91	-6.5247123	35.7878438	99.43	0.86	clinical	NCBI	
LNA-1.fna	Bacillus anthracis	2016-10-07	Tanzania	Tanzania	Ovis aries	Carcass	A.Br.038	PRJNA514245	SAMN32614614	GCA_029693825.1	Contig	92	36	-3.05212	35.11393	99.43	0.86	clinical	NCBI	
LNA-2_T1.fna	Bacillus anthracis	2016-10-07	Tanzania	Tanzania	Capra hircus	Carcass	A.Br.038	PRJNA514245	SAMEA8914717	GCA_029698805.1	Contig	114	40	-6.5247123	35.7878438	99.43	0.86	clinical	NCBI	
LNA-2_T2.fna	Bacillus anthracis	2016-10-07	Tanzania	Tanzania	Capra hircus	Carcass	A.Br.155	PRJNA514245	SAMEA8914718	GCA_029698765.1	Contig	35	387	-6.5247123	35.7878438	99.43	0.29	clinical	NCBI	
London_491.fna	Bacillus anthracis	2006-12-01	United Kingdom	London		Clinical	A.Br.156	PRJNA514245	SAMN03790801	GCA_029700905.1	Contig	58	217	51.4893335	-0.144055084527687	99.43	0.86	clinical	NCBI	
London_494.fna	Bacillus anthracis	2006-12-01	United Kingdom	London		Animal Hide	A.Br.154	PRJNA514245	SAMN03790803	GCA_029700885.1	Contig	57	322	51.4893335	-0.144055084527687	99.43	0.86	clinical	NCBI	
London_496.fna	Bacillus anthracis	2006-12-01	United Kingdom	London		Animal-Skin Drum	A.Br.156	PRJNA514245	SAMN03790804	GCA_029700865.1	Contig	57	156	51.4893335	-0.144055084527687	99.43	1.44	clinical	NCBI	
London_497.fna	Bacillus anthracis	2006-12-01	United Kingdom	London		Animal Hide	A.Br.156	PRJNA514245	SAMN03790805	GCA_029700805.1	Contig	73	229	51.4893335	-0.144055084527687	99.43	0.86	clinical	NCBI	
London_498.fna	Bacillus anthracis	2006-12-01	United Kingdom	London		Animal Hide	A.Br.156	PRJNA514245	SAMN03790806	GCA_029700845.1	Contig	66	194	51.4893335	-0.144055084527687	99.43	0.86	clinical	NCBI	
London_499.fna	Bacillus anthracis	2006-12-01	United Kingdom	London		Animal Hide	A.Br.156	PRJNA287512	SAMN03790807	GCA_003227955.1	Complete	50	3	51.4893335	-0.144055084527687	99.43	0.29	clinical	NCBI	
London_500.fna	Bacillus anthracis	2006-12-01	United Kingdom	London		Animal Hide	A.Br.156	PRJNA514245	SAMN03790808	GCA_029700825.1	Contig	56	148	51.4893335	-0.144055084527687	99.43	2.78	clinical	NCBI	
London_501.fna	Bacillus anthracis	2006-12-01	United Kingdom	London		Animal Hide	A.Br.113	PRJNA514245	SAMN03790809	GCA_029700785.1	Contig	62	137	51.4893335	-0.144055084527687	99.43	0.86	clinical	NCBI	
M2003-10005694.fna	Bacillus anthracis	2003-XX-XX	Hungary	Hungary			A.Br.110	PRJNA1426891	SAMN55897468					47	20	99.43	0.29	unknown	this study	hungary
M2013-20021732.fna	Bacillus anthracis	2013-09-12	Hungary	Jászladány	Ovis sp.	Spleen	A.Br.113	PRJNA1426891	SAMN55897469					47.3649496	20.1653647	99.43	0.29	clinical	this study	hungary
M2014-20015364a.fna	Bacillus anthracis	2014-04-15	Hungary	Debrecen	Panthera leo	Organs	A.Br.113	PRJNA1426891	SAMN55897470					47.5274076	21.6217273	99.43	0.29	clinical	this study	hungary
M2014-20015364b.fna	Bacillus anthracis	2014-04-15	Hungary	Debrecen	Bos taurus	Muscle	A.Br.110	PRJNA1426891	SAMN55897471					47.5274076	21.6217273	99.43	0.29	clinical	this study	hungary
M2014-20034545.fna	Bacillus anthracis	2014-07-14	Hungary	Tiszafüred	Bos taurus	Spleen	A.Br.110	PRJNA1426891	SAMN55897472					47.6130877	20.7502258	99.43	0.29	clinical	this study	hungary
M2014-20034830.fna	Bacillus anthracis	2014-07-23	Hungary	Egyek	Bos taurus	Spleen	A.Br.110	PRJNA1426891	SAMN55897473					47.6236553	20.891385	99.43	0.29	clinical	this study	hungary
M2014-20036204.fna	Bacillus anthracis	2014-07-29	Hungary	Tiszafüred	Bos taurus	Blood	A.Br.110	PRJNA1426891	SAMN55897474					47.6130877	20.7502258	99.36	0.29	clinical	this study	hungary
M2014-20036636.fna	Bacillus anthracis	2014-07-30	Hungary	Tiszafüred	Bos taurus	Spleen	A.Br.110	PRJNA1426891	SAMN55897475					47.6130877	20.7502258	99.43	0.29	clinical	this study	hungary
M2014-20036873.fna	Bacillus anthracis	2014-07-30	Hungary	Tiszacsege	Bos taurus	Spleen	A.Br.113	PRJNA1426891	SAMN55897476					47.6975481	20.9935969	99.43	0.29	clinical	this study	hungary
M2016-20043119.fna	Bacillus anthracis	2016-09-10	Hungary	Szeghalom	Bos taurus	Spleen	A.Br.113	PRJNA1426891	SAMN55897477					47.0255741	21.1733473	99.43	0.29	clinical	this study	hungary
M2016-20043952.fna	Bacillus anthracis	2016-09-16	Hungary	Vésztö	Bos taurus	Spleen	A.Br.113	PRJNA1426891	SAMN55897478					46.9241978	21.2598799	99.43	0.29	clinical	this study	hungary
M2018-10014319.fna	Bacillus anthracis	2018-03-31	Hungary	Szentes-Cserebök	Ovis sp.	Spleen	A.Br.110	PRJNA1426891	SAMN55897479					46.7665972210443	20.4352609802197	96.64	0.29	clinical	this study	hungary
M2018-20033866.fna	Bacillus anthracis	2018-07-03	Hungary	Tiszafüred	Bos taurus	Ear Blood	A.Br.110	PRJNA1426891	SAMN55897480					47.6130877	20.7502258	99.43	0.29	clinical	this study	hungary
M2019-10017123.fna	Bacillus anthracis	2019-04-15	Hungary	Kötegyán	Bos taurus	Muscle	A.Br.064.AUT	PRJNA1426891	SAMN55897481					46.7347025	21.47905	98.28	0.29	clinical	this study	hungary
MH-JJ.fna	Bacillus anthracis	2023-04-30	Austria	Mattighofen		Soil	A.Br.073	PRJNA1048328	SAMN38634752					48.1052205	13.1497405	99.43	0.29	environment	this study	our soil
MH-MFM.fna	Bacillus anthracis	2023-04-30	Austria	Mattighofen		Soil	A.Br.068	PRJNA1048328	SAMN38634750 					48.1052205	13.1497405	98.85	0.29	environment	this study	our soil
MH-PR.fna	Bacillus anthracis	2023-04-30	Austria	Mattighofen		Soil	A.Br.064.AUT	PRJNA1048328	SAMN38634751					48.1052205	13.1497405	99.43	0.29	environment	this study	our soil
MH-VW.fna	Bacillus anthracis	2023-04-30	Austria	Mattighofen		Soil	A.Br.114	PRJNA1048328	SAMN38634753					48.1052205	13.1497405	99.43	0.29	environment	this study	our soil
MN-3197.fna	Bacillus anthracis	1923-09-14	Austria	Austria	Equus caballus	Large Intestine	A.Br.110	PRJNA1426891	SAMN55897482					47.6964719	13.3457347	99.43	0.29	clinical	this study	our tissue
MN-3200.fna	Bacillus anthracis	20XX-XX-XX	Austria	Austria	Equus caballus	Mesentyrial lymph node	A.Br.129	PRJNA1426891	SAMN55897483					47.6964719	13.3457347	99.43	0.29	clinical	this study	our tissue
MN-3202.fna	Bacillus anthracis	1923-12-11	Austria	Austria	Bos taurus	Lung	A.Br.140_(L1)	PRJNA1426891	SAMN55897484					47.6964719	13.3457347	99.43	0.29	clinical	this study	our tissue
MN-3205.fna	Bacillus anthracis	1923-04-16	Austria	Austria	Equus caballus	Large Intestine	A.Br.093	PRJNA1426891	SAMN55897485					47.6964719	13.3457347	99.43	0.29	clinical	this study	our tissue
MN-3208.fna	Bacillus anthracis	1937-09-13	Turkey	Ankara	Bos taurus	Abomasum	A.Br.065	PRJNA1426891	SAMN55897486					39.91987	32.85427	99.43	0.29	clinical	this study	our tissue
MN-3211.fna	Bacillus anthracis	1927-XX-XX	Austria	Markgrafneusiedl	Bos taurus	Small Intestine	A.Br.114	PRJNA1426891	SAMN55897487					48.266944	16.631944	99.43	0.29	clinical	this study	our tissue
MN-3213.fna	Bacillus anthracis	1924-03-18	Austria	Austria	Equus caballus	Small Intestine	A.Br.039	PRJNA1426891	SAMN55897488							99.43	0.29	clinical	this study	our tissue
NL2016_1.fna	Bacillus anthracis	2016-10-10	Zambia	Zambia			A.Br.039	PRJNA514245	SAMD00106223	GCA_029695905.1	Contig	706	45	-11.6141	32683	99.43	0.86	unknown	NCBI	
NL2016_2.fna	Bacillus anthracis	2016-10-10	Zambia	Zambia			A.Br.039	PRJNA514245	SAMD00106224	GCA_029695945.1	Contig	814	43	-11.6141	32683	99.43	0.86	unknown	NCBI	
NL2016_3.fna	Bacillus anthracis	2016-10-10	Zambia	Zambia			A.Br.113	PRJNA514245	SAMD00106225	GCA_029695865.1	Contig	684	49	-11.6141	32683	99.43	0.86	unknown	NCBI	
NOGRADMEGYER.fna	Bacillus anthracis	2003-XX-XX	Hungary	Nógrádmegyer			A.Br.131	PRJNA1426891	SAMN55897489					48.0688317	19.6243876	99.43	0.29	unknown	this study	hungary
NR-1041.fna	Bacillus anthracis	20XX-XX-XX					A.Br.077	PRJNA553548	SAMN12238215	GCA_031317455.1	Contig		33			99.43	0.29	unknown	NCBI	
NR-1202.fna	Bacillus anthracis	20XX-XX-XX					A.Br.097	PRJNA553548	SAMN12238216	GCA_031317435.1	Contig		31			99.43	0.29	unknown	NCBI	
NR-1389.fna	Bacillus anthracis	20XX-XX-XX					A.Br.086	PRJNA553548	SAMN12238217	GCA_031317405.1	Scaffold		176			99.43	0.39	unknown	NCBI	
NR-1408.fna	Bacillus anthracis	20XX-XX-XX					A.Br.015	PRJNA553548	SAMN12238218	GCA_031317375.1	Scaffold		983			99.35	0.83	unknown	NCBI	
NR-36073.fna	Bacillus anthracis	20XX-XX-XX					A.Br.100	PRJNA553548	SAMN12238220	GCA_031317355.1	Scaffold		162			99.43	0.29	unknown	NCBI	
NR-36091.fna	Bacillus anthracis	20XX-XX-XX					A.Br.001	PRJNA553548	SAMN12238221	GCA_031317335.1	Scaffold		309			99.43	0.29	unknown	NCBI	
NR-3838.fna	Bacillus anthracis	20XX-XX-XX					A.Br.092	PRJNA553548	SAMN12238219	GCA_031317395.1	Scaffold		52			99.43	0.29	unknown	NCBI	
NR-41.fna	Bacillus anthracis	20XX-XX-XX					A.Br.001	PRJNA553548	SAMN12238212	GCA_031317495.1	Scaffold		174			99.43	0.29	unknown	NCBI	
NR-411.fna	Bacillus anthracis	20XX-XX-XX					A.Br.089	PRJNA553548	SAMN12238214	GCA_031317465.1	Contig		33			99.43	0.29	unknown	NCBI	
NR-46.fna	Bacillus anthracis	20XX-XX-XX					A.Br.080	PRJNA553548	SAMN12238213	GCA_031317505.1	Scaffold		614			99.43	0.29	unknown	NCBI	
NR-51483.fna	Bacillus anthracis	20XX-XX-XX					A.Br.157	PRJNA553548	SAMN12238222	GCA_031317315.1	Contig		46			99.43	0.29	unknown	NCBI	
NR-51484.fna	Bacillus anthracis	20XX-XX-XX					A.Br.139	PRJNA553548	SAMN12238223	GCA_031317295.1	Contig		36			99.43	0.29	unknown	NCBI	
NR-51485.fna	Bacillus anthracis	20XX-XX-XX					A.Br.157	PRJNA553548	SAMN12238224	GCA_031317255.1	Contig		32			99.43	0.29	unknown	NCBI	
NR-51486.fna	Bacillus anthracis	20XX-XX-XX					A.Br.098	PRJNA553548	SAMN12238225	GCA_031317275.1	Contig		30			99.43	0.29	unknown	NCBI	
Ohio-ACB.fna	Bacillus anthracis	20XX-XX-XX	USA	Ohio	Sus scrofa		A.Br.078	PRJNA238205	SAMN03010429	GCA_000832505.1	Complete	324	3	40.2253569	-82.6881395	99.43	0.29	clinical	NCBI	
OK-05.fna	Bacillus anthracis	2023-03-27	India		Bubalus bubalis		A.Br.078	PRJNA1040472	SAMN38260084	GCA_034259145.1	Chromosome		8			99.43	0.29	unknown	NCBI	
OK-29.fna	Bacillus anthracis	2023-06-04	India	Koraput	Bos taurus	Bone	A.Br.081_(Ames)	PRJNA1047755	SAMN38582575	GCA_035579705.1	Chromosome	105		18.8126081	-82.7117069	99.43	0.29	clinical	NCBI	
P04210076.fna	Bacillus anthracis	2021-01-21	Indonesia	Klepu Village		Soil	A.Br.163	PRJNA750666	SAMN20475816	GCA_019693235.1	Complete	11	3	-8.19306834	110.98496149	99.43	0.29	environment	NCBI	
PAK-1.fna	Bacillus anthracis	1996-01-25	Pakistan	Pakistan	Ovis sp.		A.Br.077	PRJNA257008	SAMN03757453	GCA_001273145.1	Contig	716212	116	30.3308401	71.247499	99.43	0.29	clinical	NCBI	
Parent1.fna	Bacillus anthracis	20XX-XX-XX	USA	USA			A.Br.077	PRJNA295544	SAMN04093743	GCA_001683095.1	Complete	600	1	39.7837304	-100.445882	99.43	0.29	unknown	NCBI	
Parent2.fna	Bacillus anthracis	20XX-XX-XX	USA	USA			A.Br.131	PRJNA295544	SAMN04093744	GCA_001683065.1	Complete	600	1	39.7837304	-100.445882	99.43	0.29	unknown	NCBI	
Pasteur_2015.fna	Bacillus anthracis	20XX-XX-XX			Felis catus		A.Br.131	PRJNA238046	SAMN03024436	GCA_000832585.1	Complete	688	2			99.14	0.29	clinical	NCBI	
Pasteur_2022.fna	Bacillus anthracis	20XX-XX-XX	United Kingdom	United Kingdom			A.Br.171	PRJNA695105	SAMN18241473	GCA_022221105.1	Complete	50	2	54.7023545	-3.2765753	99.43	0.29	unknown	NCBI	
PF1.fna	Bacillus anthracis	2012-06-XX	France	Chambery	Homo sapiens	Blood	A.Br.114	PRJNA514245	SAMN13173321	GCA_029695505.1	Contig	488	84	45.34	5.5559	99.43	0.86	clinical	NCBI	
PNO2.fna	Bacillus anthracis	1935-XX-XX	China	Beijing	Homo sapiens		A.Br.144_(Pollino)	PRJNA801913	SAMN25416578	GCA_022014755.1	Complete	890	3	39.54	116.23	99.43	0.29	clinical	NCBI	
Pollino-3734.fna	Bacillus anthracis	2013-XX-XX	Italy	Italy	Bos taurus	Carcass	A.Br.144_(Pollino)	PRJNA695105	SAMN18241467	GCA_022221225.1	Complete	59	3	42.6384261	12.674297	99.43	0.29	clinical	NCBI	
Pollino.fna	Bacillus anthracis	2014-XX-XX	Italy	Basilicata	Bos taurus	Carcass	A.Br.077	PRJNA273788	SAMN03296000	GCA_000831505.1	Chromosome	111	6	40.500571	16.081953	99.43	0.29	clinical	NCBI	
PR01.fna	Bacillus anthracis	20XX-XX-XX	USA	USA			A.Br.077	PRJNA295544	SAMN04075676	GCA_001683135.1	Complete	30	1	39.7837304	-100.445882	99.43	0.29	unknown	NCBI	
PR02.fna	Bacillus anthracis	20XX-XX-XX	USA	USA			A.Br.077	PRJNA295544	SAMN04075677	GCA_001683155.1	Complete	690	1	39.7837304	-100.445882	99.43	0.29	unknown	NCBI	
PR05.fna	Bacillus anthracis	20XX-XX-XX	USA	USA			A.Br.077	PRJNA295544	SAMN04075680	GCA_001683175.1	Complete	700	1	39.7837304	-100.445882	99.43	0.29	unknown	NCBI	
PR06.fna	Bacillus anthracis	20XX-XX-XX	USA	USA			A.Br.077	PRJNA295544	SAMN04075681	GCA_001683195.1	Complete	750	1	39.7837304	-100.445882	99.43	0.29	unknown	NCBI	
PR07.fna	Bacillus anthracis	20XX-XX-XX	USA	USA			A.Br.077	PRJNA295544	SAMN04075682	GCA_001683215.1	Complete	633	1	39.7837304	-100.445882	99.43	0.29	unknown	NCBI	
PR08.fna	Bacillus anthracis	20XX-XX-XX	USA	USA			A.Br.077	PRJNA295544	SAMN04075683	GCA_001683235.1	Complete	675	1	39.7837304	-100.445882	99.43	0.29	unknown	NCBI	
PR09-1.fna	Bacillus anthracis	20XX-XX-XX	USA	USA			A.Br.077	PRJNA295544	SAMN04075684	GCA_001683255.1	Complete	545	1	39.7837304	-100.445882	99.43	0.29	unknown	NCBI	
PR09-4.fna	Bacillus anthracis	20XX-XX-XX	USA	USA			A.Br.077	PRJNA295544	SAMN04075685	GCA_001683275.1	Complete	571	1	39.7837304	-100.445882	99.43	0.29	unknown	NCBI	
PR10-4.fna	Bacillus anthracis	20XX-XX-XX	USA	USA			B.Br.007_(FrenchB)	PRJNA295544	SAMN04075686	GCA_001683295.1	Complete	562	1	39.7837304	-100.445882	99.43	0.29	unknown	NCBI	
RA3.fna	Bacillus anthracis	1998-XX-XX	France	France	Bos sp.		B.Br.001	PRJNA238136	SAMN03075602	GCA_000832745.1	Complete	326	3	46.603354	1.8883335	99.43	0.29	clinical	NCBI	
SA020.fna	Bacillus anthracis	20XX-XX-XX	South Africa	South Africa		Soil	A.Br.073	PRJNA695105	SAMN18241464	GCA_022221285.1	Complete	98	3	-28.8166236	24.991639	99.43	0.36	environment	NCBI	
SA047.fna	Bacillus anthracis	1999-XX-XX	South Africa	Rondebusch		Soil	A.Br.157	PRJNA309927	SAMN08812797	GCA_003064005.1	Contig	82	35	52.8055502	7.8469583	99.43	0.29	environment	NCBI	
Scotland_459.fna	Bacillus anthracis	2006-06-01	United Kingdom	United Kingdom		Animal Skin Drum Storage Area	A.Br.157	PRJNA514245	SAMN03790787	GCA_029701185.1	Contig	60	182	54.7023545	-3.2765753	99.43	2.3	clinical	NCBI	
Scotland_472.fna	Bacillus anthracis	2006-06-01	United Kingdom	United Kingdom		Clinical	A.Br.157	PRJNA514245	SAMN03790788	GCA_029701205.1	Contig	69	101	54.7023545	-3.2765753	99.43	3.74	clinical	NCBI	
Scotland_473.fna	Bacillus anthracis	2006-06-01	United Kingdom	United Kingdom		Clinical	A.Br.154	PRJNA514245	SAMN03790789	GCA_029701125.1	Contig	57	357	54.7023545	-3.2765753	99.43	0.86	clinical	NCBI	
Scotland_474.fna	Bacillus anthracis	2006-06-01	United Kingdom	United Kingdom		Animal Hide	A.Br.157	PRJNA514245	SAMN03790790	GCA_029701285.1	Contig	57	232	54.7023545	-3.2765753	99.43	2.01	clinical	NCBI	
Scotland_476.fna	Bacillus anthracis	2006-06-01	United Kingdom	United Kingdom		Animal Skin Drum Storage Area	A.Br.157	PRJNA514245	SAMN03790791	GCA_029701105.1	Contig	46	253	54.7023545	-3.2765753	99.43	0.86	clinical	NCBI	
Scotland_477.fna	Bacillus anthracis	2006-06-01	United Kingdom	United Kingdom		Animal Skin Drum Storage Area	A.Br.157	PRJNA514245	SAMN03790792	GCA_029701085.1	Contig	51	285	54.7023545	-3.2765753	99.43	0.86	clinical	NCBI	
Scotland_478.fna	Bacillus anthracis	2006-06-01	United Kingdom	United Kingdom		Animal Skin Drum	A.Br.157	PRJNA514245	SAMN03790793	GCA_029701065.1	Contig	48	228	54.7023545	-3.2765753	99.43	0.86	clinical	NCBI	
Scotland_479.fna	Bacillus anthracis	2006-06-01	United Kingdom	United Kingdom		Animal Skin Drum Storage Area	A.Br.157	PRJNA514245	SAMN03790794	GCA_029701005.1	Contig	48	168	54.7023545	-3.2765753	99.43	0.86	clinical	NCBI	
Scotland_480.fna	Bacillus anthracis	2006-06-01	United Kingdom	United Kingdom		Animal Skin Drum Storage Area	A.Br.157	PRJNA514245	SAMN03790795	GCA_029701045.1	Contig	58	127	54.7023545	-3.2765753	99.43	6.03	clinical	NCBI	
Scotland_481.fna	Bacillus anthracis	2006-06-01	United Kingdom	United Kingdom		Animal Skin Drum Storage Area	A.Br.157	PRJNA514245	SAMN03790796	GCA_029701025.1	Contig	70	271	54.7023545	-3.2765753	99.43	0.86	clinical	NCBI	
Scotland_482.fna	Bacillus anthracis	2006-06-01	United Kingdom	United Kingdom		Animal Skin Drum Storage Area	A.Br.157	PRJNA514245	SAMN03790797	GCA_029700985.1	Contig	54	162	54.7023545	-3.2765753	99.43	0.86	clinical	NCBI	
Scotland_483.fna	Bacillus anthracis	2006-06-01	United Kingdom	United Kingdom		Animal-Skin Drum Storage Area	A.Br.157	PRJNA514245	SAMN03790798	GCA_029700925.1	Contig	85	138	54.7023545	-3.2765753	99.43	3.16	clinical	NCBI	
Scotland_484.fna	Bacillus anthracis	2006-06-01	United Kingdom	United Kingdom		Animal Skin Drum Storage Area	A.Br.157	PRJNA514245	SAMN03790799	GCA_029700965.1	Contig	76	116	54.7023545	-3.2765753	99.43	1.44	clinical	NCBI	
Scotland_485.fna	Bacillus anthracis	2006-06-01	United Kingdom	United Kingdom		Animal Skin Drum Storage Area	A.Br.148	PRJNA514245	SAMN03790800	GCA_029700945.1	Contig	109	85	54.7023545	-3.2765753	99.43	0.86	clinical	NCBI	
Sen2Col2.fna	Bacillus anthracis	20XX-XX-XX					A.Br.149	PRJEB1516	SAMEA2272511	GCA_000359425.1	Contig		44			99.43	0.29	unknown	NCBI	
Sen3.fna	Bacillus anthracis	20XX-XX-XX					A.Br.001	PRJEB1517	SAMEA2272292	GCA_000359445.1	Contig		50			99.28	0.29	unknown	NCBI	
Shikan-NIID.fna	Bacillus anthracis	20XX-XX-XX	Japan	Tokyo			A.Br.051	PRJDB3549	SAMD00026520	GCA_002356575.1	Complete	320	3	35.6840574	139.7744912	99.43	0.29	unknown	NCBI	
SK-102.fna	Bacillus anthracis	1976-XX-XX	USA	New Jersey		Wool From Pakistan	A.Br.015	PRJNA238068	SAMN03012770	GCA_000832565.1	Complete	479	3	40.0757384	-74.4041622	99.43	0.29	clinical	NCBI	
SK57.fna	Bacillus anthracis	1975-XX-XX	United Kingdom	United Kingdom	Homo sapiens		A.Br.131	PRJNA481057	SAMN09655867	GCA_003368005.1	Scaffold	89	41	54.7023545	-3.2765753	99.43	0.29	clinical	NCBI	
Smith1013.fna	Bacillus anthracis	20XX-XX-XX					A.Br.11.ESPc	PRJNA243516	SAMN02732407	GCA_000742315.1	Chromosome	305	18			99.43	0.29	unknown	NCBI	
Spain_21_1088_10.fna	Bacillus anthracis	2021-11-09	Spain	Don Benito	Bos taurus	Farm	A.Br.11.ESPc	PRJNA514245	SAMN33005111	GCA_029692545.1	Contig	59	58	39.08931	-6.056745	99.43	0.29	clinical	NCBI	
Spain_21_1198_6.fna	Bacillus anthracis	20XX-XX-XX	Spain	Madrigalejo	Bos taurus	Farm	A.Br.139	PRJNA514245	SAMN33005112	GCA_029692505.1	Contig	65	69	39.10722	-5.711016	99.43	0.29	clinical	NCBI	
Spain_21_868.fna	Bacillus anthracis	2021-09-01	Spain	Ciudad Real	Bos taurus	Farm	A.Br.11.ESPc	PRJNA514245	SAMN33005084	GCA_029692185.1	Contig	48	471	38.9635	-3.9356	99.43	5.03	clinical	NCBI	
Spain_21_874.fna	Bacillus anthracis	2021-09-06	Spain	Navalvillar de Pela	Equus caballus caballus	Farm	A.Br.11.ESPc	PRJNA514245	SAMN33005085	GCA_029692265.1	Contig	88	61	39.1112	-5.4887	99.43	0.29	clinical	NCBI	
Spain_21_878.fna	Bacillus anthracis	2021-09-13	Spain	Navalvillar de Pela	Equus caballus caballus	Farm	A.Br.11.ESPc	PRJNA514245	SAMN33005086	GCA_029692465.1	Contig	78	106	39.0916	-5.5457	99.43	0.29	clinical	NCBI	
Spain_21_903_1.fna	Bacillus anthracis	2021-09-20	Spain	Talarrubias	Bos taurus	Farm	A.Br.11.ESPc	PRJNA514245	SAMN33005091	GCA_029692645.1	Contig	67	88	39.1456	-5.2265	99.43	0.29	clinical	NCBI	
Spain_21_926_3.fna	Bacillus anthracis	2021-09-24	Spain	Logrosan	Bos taurus	Farm	A.Br.11.ESPc	PRJNA514245	SAMN33005099	GCA_029692285.1	Contig	39	241	39.2514	-5.4814	99.43	0.36	clinical	NCBI	
Spain_21_940_10.fna	Bacillus anthracis	2021-09-20	Spain	Logrosan	Bos taurus	Farm	A.Br.11.ESPc	PRJNA514245	SAMN33005105	GCA_029692365.1	Contig	119	59	39.3076	-5.4493	99.43	0.86	clinical	NCBI	
Spain_21_984_4.fna	Bacillus anthracis	2021-10-08	Spain	Logrosan	Bos taurus	Farm	A.Br.11.ESPc	PRJNA514245	SAMN33005108	GCA_029692485.1	Contig	57	64	39.1997	-5487	99.43	0.29	clinical	NCBI	
Spain_21_997_5.fna	Bacillus anthracis	2021-10-08	Spain	Acedera	Equus caballus caballus	Farm	A.Br.11.ESPb	PRJNA514245	SAMN33005109	GCA_029692425.1	Contig	61	89	39.0338	-5.5793	99.43	0.29	clinical	NCBI	
Spain_319-02.fna	Bacillus anthracis	2005-XX-XX	Spain	Spain	Homo sapiens		A.Br.11.ESPa_(L7)	PRJNA514245						40.27	-3.44	99.43	0.29	clinical		
